characterName,characterLink,actorName,actorLink,id,royal,characterImageThumb,characterImageFull,nickname,kingsguard
King Renly Baratheon Dwarf,/character/ch0246253/,Dean Whatton,/name/nm2482781/,6191091c06029e3acded0a6a,,,,,
King Robb Stark Dwarf,/character/ch0158596/,George Appleby,/name/nm3338062/,6191091c06029e3acded0a6b,,,,,
King Stannis Baratheon Dwarf,/character/ch0250897/,Maxwell Laird,/name/nm3453345/,6191091c06029e3acded0a6c,,,,,
King's Landing Rioter #1,/character/ch0348391/,Reg Wayment,/name/nm1168404/,6191091c06029e3acded0a6d,,,,,
King's Landing Rioter #2,/character/ch0348391/,Marko Juraga,/name/nm0432837/,6191091c06029e3acded0a6e,,,,,
King's Landing Rioter #3,/character/ch0348391/,Rea Separovic,/name/nm5037688/,6191091c06029e3acded0a6f,,,,,
Kinvara,/character/ch0540065/,Ania Bukstein,/name/nm0119804/,6191091c06029e3acded0a70,,https://images-na.ssl-images-amazon.com/images/M/MV5BZGNkYWZlZmYtM2Y4Yi00YmJjLTk1OTktNDc0YmMxODY5ZTI2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGNkYWZlZmYtM2Y4Yi00YmJjLTk1OTktNDc0YmMxODY5ZTI2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Kitty Frey,/character/ch0576869/,Lucy Hayes,/name/nm8314450/,6191091c06029e3acded0a71,,,,,
Knight of House Frey,/character/ch0305317/,Patrick Ryan,/name/nm3122423/,6191091c06029e3acded0a72,,,,,
Knight of House Lynderly,/character/ch0305322/,Paddy Rocks,/name/nm0734304/,6191091c06029e3acded0a73,,,,,
Kovarro,/character/ch0304969/,Steven Cole,/name/nm0170799/,6191091c06029e3acded0a74,,https://images-na.ssl-images-amazon.com/images/M/MV5BZjRmMzgyY2QtMzNmYy00NmRhLWIxNzItOGEwOWU2MzA5YjUwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjRmMzgyY2QtMzNmYy00NmRhLWIxNzItOGEwOWU2MzA5YjUwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Kraznys mo Nakloz,/character/ch0339503/,Dan Hildebrand,/name/nm0383835/,6191091c06029e3acded0a75,,https://images-na.ssl-images-amazon.com/images/M/MV5BMWIzZGY0NWUtMmM1OC00NDYzLTkxMjYtM2I1MGM5MTkzODMwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWIzZGY0NWUtMmM1OC00NDYzLTkxMjYtM2I1MGM5MTkzODMwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Kurleket,/character/ch0305315/,Kevin Keenan,/name/nm4450657/,6191091c06029e3acded0a76,,https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Lady,,,,6191091c06029e3acded0a77,,,,,
Lady Crane,/character/ch0541190/,Essie Davis,/name/nm0204583/,6191091c06029e3acded0a78,,https://images-na.ssl-images-amazon.com/images/M/MV5BZTUyOTFlNjgtYzJjYS00MDY5LWJhMDQtYTJiZThjOTlmNTg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTUyOTFlNjgtYzJjYS00MDY5LWJhMDQtYTJiZThjOTlmNTg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Lancel Lannister,/character/ch0376927/,Eugene Simon,/name/nm1638294/,6191091c06029e3acded0a79,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTQ5MzEzNV5BMl5BanBnXkFtZTgwNTQ4MDA2NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTQ5MzEzNV5BMl5BanBnXkFtZTgwNTQ4MDA2NTE@._V1_SY1000_CR0,0,1503,1000_AL_.jpg",,
Lannister Captain,/character/ch0305308/,Aiden Condron,/name/nm0174449/,6191091c06029e3acded0a7a,,,,,
Lannister Captain,/character/ch0305308/,Richard Laing,/name/nm0481924/,6191091c06029e3acded0a7b,,,,,
Lannister Guardsman,/character/ch0305047/,Conor Delaney,/name/nm1406364/,6191091c06029e3acded0a7c,,,,,
Lannister Messenger,/character/ch0379228/,Simon Stewart,/name/nm4492930/,6191091c06029e3acded0a7d,,,,,
Lannister Scout,/character/ch0379230/,Chris Gallagher,/name/nm3292422/,6191091c06029e3acded0a7e,,,,,
Lead Dornish Guard,/character/ch0539716/,Christian Vit,/name/nm5908524/,6191091c06029e3acded0a7f,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzM5ODM3OV5BMl5BanBnXkFtZTgwMjU1ODg2NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzM5ODM3OV5BMl5BanBnXkFtZTgwMjU1ODg2NTE@._V1_SX865_CR0,0,865,999_AL_.jpg",,
Leaf,/character/ch0467999/,,,6191091c06029e3acded0a80,,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJjNGJhYmYtNGViMy00NTg3LWI0M2YtNmM3OGI3NzA3MGVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJjNGJhYmYtNGViMy00NTg3LWI0M2YtNmM3OGI3NzA3MGVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Lem Lemoncloak,/character/ch0542106/,Jóhannes Haukur Jóhannesson,/name/nm1778512/,6191091c06029e3acded0a81,,https://images-na.ssl-images-amazon.com/images/M/MV5BZWYxOGUwODAtZmY0MS00OTFkLWI0YTUtZTkxNjI1ZjE1YmJhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZWYxOGUwODAtZmY0MS00OTFkLWI0YTUtZTkxNjI1ZjE1YmJhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Leo Lefford,/character/ch0305040/,Vinnie McCabe,/name/nm0564516/,6191091c06029e3acded0a82,,,,,
Lhara,/character/ch0476558/,Sarine Sofair,/name/nm3330066/,6191091c06029e3acded0a83,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBjZDY4M2YtOWU1ZC00NTA2LWI4ODItYWZjYjlhMWY5NDhmL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBjZDY4M2YtOWU1ZC00NTA2LWI4ODItYWZjYjlhMWY5NDhmL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Little Bird,/character/ch0305326/,Samuel Paul Small,/name/nm6537691/,6191091c06029e3acded0a84,,,,,
Little Bird,/character/ch0305326/,Tristan Mercieca,/name/nm4475204/,6191091c06029e3acded0a85,,,,,
Little Bird #3,/character/ch0305326/,Michael Nevin,/name/nm8127150/,6191091c06029e3acded0a86,,,,,
Little Bird #4,/character/ch0305326/,Jesse Magee,/name/nm8127151/,6191091c06029e3acded0a87,,,,,
Little Bird #5,/character/ch0305326/,Iona Clarke,/name/nm8133415/,6191091c06029e3acded0a88,,,,,
Little Bird #6,/character/ch0305326/,Lucy Gallagher,/name/nm8127152/,6191091c06029e3acded0a89,,,,,
Little Bird #7,/character/ch0305326/,Fionn Kernan,/name/nm6462692/,6191091c06029e3acded0a8a,,,,,
Loboda,/character/ch0511931/,Zachary Baharov,/name/nm1707712/,6191091c06029e3acded0a8b,,https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5NzIxYzQtNDExMi00YTljLThiNjItMWIxNDEwZTJhNjZkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5NzIxYzQtNDExMi00YTljLThiNjItMWIxNDEwZTJhNjZkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Locke,/character/ch0045904/,Noah Taylor,/name/nm0852965/,6191091c06029e3acded0a8c,,https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1MDM2ODE0MF5BMl5BanBnXkFtZTcwNzM4MzA0OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1MDM2ODE0MF5BMl5BanBnXkFtZTcwNzM4MzA0OQ@@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,
Lollys Stokeworth,/character/ch0511247/,Elizabeth Cadwallader,/name/nm5502252/,6191091c06029e3acded0a8d,,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5MTY2MjAtZmM4NC00OGZmLWIyYjEtYTNlOGQxMzg2NzgxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5MTY2MjAtZmM4NC00OGZmLWIyYjEtYTNlOGQxMzg2NzgxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Lommy Greenhands,/character/ch0257030/,Eros Vlahos,/name/nm2869309/,6191091c06029e3acded0a8e,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MWUxMzYtMTAxNy00M2MzLTk5N2QtOTY1ZTE1ZGE2OTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MWUxMzYtMTAxNy00M2MzLTk5N2QtOTY1ZTE1ZGE2OTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Loras Tyrell,/character/ch0231428/,Finn Jones,/name/nm3645691/,6191091c06029e3acded0a8f,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzcwNDAxZGMtODU1Mi00YzA2LWJhMzYtN2FjZjg2YWZlMTQ4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzcwNDAxZGMtODU1Mi00YzA2LWJhMzYtN2FjZjg2YWZlMTQ4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Lord Galbart Glover,/character/ch0305041/,Mark Coney,/name/nm5651524/,6191091c06029e3acded0a90,,,,,
Lord Portan,/character/ch0305334/,Gordon Fulton,/name/nm1101680/,6191091c06029e3acded0a91,,,,,
Lord Varys,/character/ch0249636/,Conleth Hill,/name/nm0384152/,6191091c06029e3acded0a92,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNDk2MjczM15BMl5BanBnXkFtZTcwODk0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNDk2MjczM15BMl5BanBnXkFtZTcwODk0ODg4OQ@@._V1_.jpg,,
Lordsport Dockhand,/character/ch0379224/,Jer O'Leary,/name/nm0641596/,6191091c06029e3acded0a93,,,,,
Lothar Frey,/character/ch0384471/,,,6191091c06029e3acded0a94,,https://images-na.ssl-images-amazon.com/images/M/MV5BMDc0NDA3YmYtZTNjYi00ZDExLWE2NTUtNzk5NjI3MGI3NzM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDc0NDA3YmYtZTNjYi00ZDExLWE2NTUtNzk5NjI3MGI3NzM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Loyal Night's Watchman #1,/character/ch0509452/,Steve Cash,/name/nm3524836/,6191091c06029e3acded0a95,,,,,
Loyal Night's Watchman #2,/character/ch0509452/,Robert Fawsitt,/name/nm6342915/,6191091c06029e3acded0a96,,,,,
Lyanna Mormont,/character/ch0541884/,Bella Ramsey,/name/nm8165602/,6191091c06029e3acded0a97,,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY3MWNmYjAtZjZhYi00M2IzLWJjNDMtMjUzZmU3NTYyYWUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY3MWNmYjAtZjZhYi00M2IzLWJjNDMtMjUzZmU3NTYyYWUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Lyanna Stark,/character/ch0543804/,Aisling Franciosi,/name/nm4957233/,6191091c06029e3acded0a98,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTczY2QtNmQxYS00NTAwLWE2ZTAtYzc1MTkyZGU5MzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTczY2QtNmQxYS00NTAwLWE2ZTAtYzc1MTkyZGU5MzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Lysa Arryn,/character/ch0251736/,Kate Dickie,/name/nm0225483/,6191091c06029e3acded0a99,,https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlYTYzOTYtOTg1ZC00YzdlLTliNTgtZDhjMTY1MGViZTA5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlYTYzOTYtOTg1ZC00YzdlLTliNTgtZDhjMTY1MGViZTA5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Mace Tyrell,/character/ch0384328/,Roger Ashton-Griffiths,/name/nm0004355/,6191091c06029e3acded0a9a,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTcyZWFjZjItYmI4NS00ZDE2LTg4Y2YtYWJkYWI5MWJlNWFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTcyZWFjZjItYmI4NS00ZDE2LTg4Y2YtYWJkYWI5MWJlNWFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Maester Aemon,/character/ch0246936/,Peter Vaughan,/name/nm0891092/,6191091c06029e3acded0a9b,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDY4MzI5NV5BMl5BanBnXkFtZTcwMTk0ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDY4MzI5NV5BMl5BanBnXkFtZTcwMTk0ODg5NA@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",,
Maester Cressen,/character/ch0255280/,Oliver Ford Davies,/name/nm0203882/,6191091c06029e3acded0a9c,,https://images-na.ssl-images-amazon.com/images/M/MV5BYjFmNDZjM2YtMGRkMy00NWM2LThjNWUtYzFkZGRjMjk0YWZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYjFmNDZjM2YtMGRkMy00NWM2LThjNWUtYzFkZGRjMjk0YWZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Maester Luwin,/character/ch0171393/,Donald Sumpter,/name/nm0838910/,6191091c06029e3acded0a9d,,https://images-na.ssl-images-amazon.com/images/M/MV5BYjk0MmZiNmUtMTljMy00MmY1LTg1ODgtY2FkMjczMjI4ZWQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYjk0MmZiNmUtMTljMy00MmY1LTg1ODgtY2FkMjczMjI4ZWQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Maester Wolkan,/character/ch0550545/,Richard Rycroft,/name/nm1483416/,6191091c06029e3acded0a9e,,,,,
Mag the Mighty,/character/ch0510933/,Neil Fingleton,/name/nm2807170/,6191091c06029e3acded0a9f,,https://images-na.ssl-images-amazon.com/images/M/MV5BMDI5NjYzMDMtMmNkOC00MDA4LWI1OTctN2EzYzQ2ZmNiZWYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDI5NjYzMDMtMmNkOC00MDA4LWI1OTctN2EzYzQ2ZmNiZWYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SY1000_SX1000_AL_.jpg,,
Maggy,/character/ch0334882/,Jodhi May,/name/nm0562003/,6191091c06029e3acded0aa0,,https://images-na.ssl-images-amazon.com/images/M/MV5BZmQ4ZTIyNjYtZWZlZS00MTVjLTgxZTEtMWYyM2RhMzcwYzc4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZmQ4ZTIyNjYtZWZlZS00MTVjLTgxZTEtMWYyM2RhMzcwYzc4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Mago,/character/ch0379227/,Ivailo Dimitrov,/name/nm2162079/,6191091c06029e3acded0aa1,,https://images-na.ssl-images-amazon.com/images/M/MV5BNjdmM2ZlMTQtOGRlMy00NzAyLWE0MWYtM2JiMjNlNjA3MDU2XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjdmM2ZlMTQtOGRlMy00NzAyLWE0MWYtM2JiMjNlNjA3MDU2XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SY1000_CR0,0,674,1000_AL_.jpg",,
Male Prostitute,/character/ch0441614/,Dennis Stokes,/name/nm4982614/,6191091c06029e3acded0aa2,,,,,
Malko,/character/ch0519184/,Adewale Akinnuoye-Agbaje,/name/nm0015382/,6191091c06029e3acded0aa3,,https://images-na.ssl-images-amazon.com/images/M/MV5BZmUwYTA2YjUtZWU5Zi00OTY1LTlhYjMtOGRhMDZlNTEyOTEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZmUwYTA2YjUtZWU5Zi00OTY1LTlhYjMtOGRhMDZlNTEyOTEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Mance Rayder,/character/ch0335039/,Ciarán Hinds,/name/nm0001354/,6191091c06029e3acded0aa4,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NzQyNjAwNF5BMl5BanBnXkFtZTcwODcyMTEwOQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NzQyNjAwNF5BMl5BanBnXkFtZTcwODcyMTEwOQ@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",,
Mandon Moore,/character/ch0306220/,James Doran,/name/nm0243696/,6191091c06029e3acded0aa5,,,,,1
Manservant,/character/ch0525536/,Conor Watters,/name/nm6442298/,6191091c06029e3acded0aa6,,,,,
Marei,/character/ch0431527/,Josephine Gillan,/name/nm4982706/,6191091c06029e3acded0aa7,,https://images-na.ssl-images-amazon.com/images/M/MV5BYTZkM2M5OWItNjQ1NC00MDcyLWIwYjItODBhZmI5NWYxMDVlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTZkM2M5OWItNjQ1NC00MDcyLWIwYjItODBhZmI5NWYxMDVlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Margaery Tyrell,/character/ch0251974/,Natalie Dormer,/name/nm1754059/,6191091c06029e3acded0aa8,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODQ1MDg3NV5BMl5BanBnXkFtZTcwODA4NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODQ1MDg3NV5BMl5BanBnXkFtZTcwODA4NDk4OQ@@._V1_.jpg,,
Margaery's Handmaiden,/character/ch0270368/,Aisling Jarrett-Gavin,/name/nm2983094/,6191091c06029e3acded0aa9,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NjcwMzAzN15BMl5BanBnXkFtZTcwNzgxNTcyOQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NjcwMzAzN15BMl5BanBnXkFtZTcwNzgxNTcyOQ@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",,
Marillion,/character/ch0305001/,Emun Elliott,/name/nm2047170/,6191091c06029e3acded0aaa,,https://images-na.ssl-images-amazon.com/images/M/MV5BNDVlZmU0NmYtOGM1MS00N2E0LTgxYTYtNTBhZDk1ZTM4M2ViXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDVlZmU0NmYtOGM1MS00N2E0LTgxYTYtNTBhZDk1ZTM4M2ViXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Martyn Lannister,/character/ch0395355/,Dean-Charles Chapman,/name/nm2835616/,6191091c06029e3acded0aab,,,,,
Masha Heddle,/character/ch0305314/,Susie Kelly,/name/nm3126053/,6191091c06029e3acded0aac,,,,,
Matthos Seaworth,/character/ch0305029/,Kerr Logan,/name/nm4523680/,6191091c06029e3acded0aad,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBlYmZlMGEtMzg5Yy00OGFjLWE3Y2MtNjc2NTViN2ExNzM3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBlYmZlMGEtMzg5Yy00OGFjLWE3Y2MtNjc2NTViN2ExNzM3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,,
Meera Reed,/character/ch0316928/,Ellie Kendrick,/name/nm1697771/,6191091c06029e3acded0aae,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTQwNjI5OF5BMl5BanBnXkFtZTcwOTcyMTEwOQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTQwNjI5OF5BMl5BanBnXkFtZTcwOTcyMTEwOQ@@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,
Meereen Slave Master,/character/ch0525536/,Laurence Doherty,/name/nm2911170/,6191091c06029e3acded0aaf,,,,,
Melessa Tarly,/character/ch0541191/,Samantha Spiro,/name/nm0819087/,6191091c06029e3acded0ab0,,https://images-na.ssl-images-amazon.com/images/M/MV5BN2U0YmU1Y2EtNTNkOS00MzIxLWI3OTgtNjUwNGY4YTNiNWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BN2U0YmU1Y2EtNTNkOS00MzIxLWI3OTgtNjUwNGY4YTNiNWJlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Melisandre,/character/ch0287523/,Carice van Houten,/name/nm0396924/,6191091c06029e3acded0ab1,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjI5NjQ2OV5BMl5BanBnXkFtZTcwODI4NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjI5NjQ2OV5BMl5BanBnXkFtZTcwODI4NDk4OQ@@._V1_.jpg,,
Merchant Captain,/character/ch0531846/,Gary Pillai,/name/nm0997747/,6191091c06029e3acded0ab2,,,,,
Mero,/character/ch0123670/,Mark Killeen,/name/nm2075330/,6191091c06029e3acded0ab3,,https://images-na.ssl-images-amazon.com/images/M/MV5BZmUzODdkZTQtOTAxZC00MjI5LWFmZjctZDYyYTVlNzMxMjdiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZmUzODdkZTQtOTAxZC00MjI5LWFmZjctZDYyYTVlNzMxMjdiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Meryn Trant,/character/ch0246933/,Ian Beattie,/name/nm0064155/,6191091c06029e3acded0ab4,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTVjYTRhZWMtM2QwOC00MmYyLTk3ZjAtYmI1ZTlhNmQ3NzE0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTVjYTRhZWMtM2QwOC00MmYyLTk3ZjAtYmI1ZTlhNmQ3NzE0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Mhaegen,/character/ch0305038/,Antonia Christophers,/name/nm4460936/,6191091c06029e3acded0ab5,,,,,
Mikken,/character/ch0348528/,Boyd Rankin,/name/nm4595425/,6191091c06029e3acded0ab6,,,,,
Mirelle,/character/ch0323607/,Elisa Lasowski,/name/nm2489799/,6191091c06029e3acded0ab7,,https://images-na.ssl-images-amazon.com/images/M/MV5BMDFlYzUxNTktYjRiOC00NmM1LTg1OTYtOWMzZTlmOGI0MWE4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDFlYzUxNTktYjRiOC00NmM1LTg1OTYtOWMzZTlmOGI0MWE4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Mirri Maz Duur,/character/ch0305011/,Mia Soteriou,/name/nm0815420/,6191091c06029e3acded0ab8,,https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiMzM4ZTAtZDhkMy00OTI3LTkxNzgtMTVjNmU5YTEyYTVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiMzM4ZTAtZDhkMy00OTI3LTkxNzgtMTVjNmU5YTEyYTVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
Missandei,/character/ch0316923/,Nathalie Emmanuel,/name/nm2812026/,6191091c06029e3acded0ab9,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE5OTI0OTA0OV5BMl5BanBnXkFtZTcwODczOTAzOQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE5OTI0OTA0OV5BMl5BanBnXkFtZTcwODczOTAzOQ@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",,
Mord,/character/ch0229099/,Ciaran Bermingham,/name/nm2197118/,6191091c06029e3acded0aba,,https://images-na.ssl-images-amazon.com/images/M/MV5BOGIzMmRlOWEtMjUwYy00OGM1LTkwNDEtZTlmODNkMWY4MWU3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOGIzMmRlOWEtMjUwYy00OGM1LTkwNDEtZTlmODNkMWY4MWU3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,
